number,docID,edinetCode,filerName,disclosureStatusFlg,xbrlFlg
3824,S1005AZK,E00917,大伸化学株式会社,0,1
3825,S10058WK,E06085,ドイツ農林金融公庫,0,0
3826,S1005AYI,E04800,東海リース株式会社,0,1
3827,S10058AM,E00335,プリマハム株式会社,0,1
3828,S1005A99,E03580,株式会社南都銀行,0,1
3829,S10056K3,E00916,エスケー化研株式会社,0,1
3830,S10058W1,E01681,川重冷熱工業株式会社,0,1
3831,S10059M9,E03105,シャクリー・グローバル・グループ株式会社,0,1
3832,S10052EW,E06100,スペイン開発金融公庫,0,0
3833,S1005A9Y,E05425,エムスリー株式会社,0,1
3834,S1005B1E,E04374,西日本高速道路株式会社,0,1
3835,S1005B1G,E31446,株式会社レントラックス,0,1
3836,S1005AH0,E03267,株式会社Ｇ‐７ホールディングス,0,1
3837,S1005AO6,E00776,信越化学工業株式会社,0,1
3838,S1005A7R,E04223,南総通運株式会社,0,1
3839,S1005A7C,E03652,株式会社　名古屋銀行,0,1
3840,S100586D,E00469,株式会社永谷園ホールディングス,0,1
3841,S1005AW0,E05573,イメージ情報開発株式会社,0,1
3842,S1005B11,E03005,ディーブイエックス株式会社,0,1
3843,S1005ALL,E03817,カブドットコム証券株式会社,0,1
3844,S1004W2C,E05968,コスコ・シッピング・ホールディングス・カンパニー・リミテッド,0,0
3845,S10059JE,E02838,スズデン株式会社,0,1
3846,S10059NF,E27759,飯田グループホールディングス株式会社,0,1
3847,S10058L5,E02203,株式会社エクセディ,0,1
3848,S100500I,E05931,チョンホア・テレコム・カンパニー・リミテッド,0,0
3849,S1005A8R,E03724,Ｊトラスト株式会社,0,1
3850,S10059JJ,E00619,大建工業株式会社,0,1
3851,S1005AE7,E01544,株式会社電業社機械製作所,0,1
3852,S1005AWU,E05956,エア・チャイナ・リミテッド,0,0
3853,S10054BY,E03730,株式会社ホンダファイナンス,0,1
3854,S1005A9S,E00105,株式会社ナカノフドー建設,0,1
3855,S1005922,E02140,株式会社小糸製作所,0,1
3856,S1004UVF,E05114,株式会社ガーラ,0,1
3857,S10059DB,E03678,株式会社トマト銀行,0,1
3858,S1005A37,E00182,神田通信機株式会社,0,1
3859,S1005AZB,E00764,テイカ株式会社,0,1
3860,S10059XE,E04856,株式会社ＫＳＫ,0,1
3861,S1004XZ5,E05909,大田リバーサイド・エクスプレスウェイ・ファンディング・ピーエルシー,0,0
3862,S1005928,E26751,中国人民保険集団股イ分有限公司,0,0
3863,S1005A56,E04959,イマジニア株式会社,0,1
3864,S10059A4,E31560,株式会社メニコン,0,1
3865,S100599C,E25741,フランス相互信用連合銀行,0,0
3866,S1005B3T,E00744,株式会社　サイネックス,0,1
3867,S1005B3O,E05399,アルファグループ株式会社,0,1
3868,S1005B5L,E02759,平和紙業株式会社,0,1
3869,S1005AGD,E03401,株式会社東葛ホールディングス,0,1
3870,S10056EZ,E02596,小泉産業株式会社,0,1
3871,S1005581,E05209,株式会社フェイス,0,1
3872,S1005ARK,E02832,アルビス株式会社,0,1
3873,S1005AMM,E00543,富士紡ホールディングス株式会社,0,1
3874,S10057JE,E03670,株式会社南日本銀行,0,1
3875,S10052MK,E00563,東海染工株式会社,0,1
3876,S1005B4O,E03588,株式会社百十四銀行,0,1
3877,S1005B65,E04361,株式会社ニッコウトラベル,0,1
3878,S1005AAY,E05052,株式会社ビーイング,0,1
3879,S1005AZG,E03178,株式会社サガミホールディングス,0,1
3880,S100512L,E05781,アルカテル・ルーセント,0,0
3881,S1005AB8,E05410,株式会社博報堂ＤＹホールディングス,0,1
3882,S1005A8X,E03647,株式会社福邦銀行,0,1
3883,S1005B4W,E05306,株式会社ＪＰホールディングス,0,1
3884,S1005AW3,E05651,株式会社イントランス,0,1
3885,S1005B04,E03977,日本エスリード株式会社,0,1
3886,S1004Z2O,E04749,株式会社アコーディア・ゴルフ,0,1
3887,S10056M8,E04262,新日本海フェリー株式会社,0,1
3888,S1005AD4,E03474,株式会社ゴルフ・ドゥ,0,1
3889,S1005A7G,E01833,株式会社サンコーシヤ,0,1
3890,S1004YJS,E01580,大同工業株式会社,0,1
3891,S100595E,E03117,株式会社銀座山形屋,0,1
3892,S10056PE,E01657,株式会社アイチコーポレーション,0,1
3893,S10059KK,E00596,倉庫精練株式会社,0,1
3894,S10055DS,E01457,ミヤコ株式会社,0,1
3895,S100514G,E04222,第一交通産業株式会社,0,1
3896,S1005ABY,E03913,株式会社大阪木材会館,0,1
3897,S1005B88,E01984,星和電機株式会社,0,1
3898,S10057WL,E03108,テンアライド株式会社,0,1
3899,S1005AB1,E00473,シノブフーズ株式会社,0,1
3900,S10058W8,E02258,新家工業株式会社,0,1
3901,S10053Y9,E01849,アイホン株式会社,0,1
3902,S10059OJ,E03761,むさし証券株式会社,0,1
3903,S1005B3B,E00628,名古屋木材株式会社,0,1
3904,S1005A7Z,E05307,株式会社東北新社,0,1
3905,S10058MH,E04331,三愛石油株式会社,0,1
3906,S10052SD,E01759,日東工業株式会社,0,1
3907,S1005AH8,E01364,瀧上工業株式会社,0,1
3908,S1005A4I,E00099,鈴縫工業株式会社,0,1
3910,S10059VQ,E03124,青山商事株式会社,0,1
3911,S10058TW,E04826,株式会社トーカイ,0,1
3912,S100515G,E05031,トヨタファイナンス株式会社,0,1
3913,S10059VC,E02814,日本酒類販売株式会社,0,1
3914,S1005BB8,E02875,萬世電機株式会社,0,1
3915,S10055NY,E01163,株式会社エーアンドエーマテリアル,0,1
3916,S1005ANY,E01008,積水樹脂株式会社,0,1
3917,S1005AF2,E02305,ＭＵＴＯＨホールディングス株式会社,0,1
3918,S1005BBL,E02682,カメイ株式会社,0,1
3919,S1005923,E00148,矢作建設工業株式会社,0,1
3920,S1005BB5,E04210,株式会社ヒューテックノオリン,0,1
3921,S1005BB1,E01934,日本インター株式会社,0,1
3922,S1005A5Z,E01907,日本タングステン株式会社,0,1
3923,S1005B7F,E27071,エイチエスビーシー・ホールディングス・ピーエルシー,0,0
3924,S10054ZY,E01292,東京鐵鋼株式会社,0,1
3925,S1005BAG,E05421,株式会社ウェブクルー,0,1
3926,S1005B2E,E01385,三和ホールディングス株式会社,0,1
3927,S10059SB,E03969,リゾートトラスト株式会社,0,1
3928,S1005B9S,E27506,株式会社ジェイエスエス,0,1
3929,S10059RN,E00147,戸田建設株式会社,0,1
3930,S1005ABF,E02712,ＣＢグループマネジメント株式会社,0,1
3931,S1005A2D,E00410,オリオンビール株式会社,0,1
3932,S10056WY,E04097,相鉄ホールディングス株式会社,0,1
3933,S1005AL1,E02730,株式会社卑弥呼,0,1
3934,S1005AMZ,E03405,株式会社エフティグループ,0,1
3935,S10059KO,E04524,日本瓦斯株式会社,0,1
3936,S1005AFI,E00771,株式会社大阪ソーダ,0,1
3937,S10054ZA,E01221,岡本硝子株式会社,0,1
3938,S1005BDK,E04591,武蔵野興業株式会社,0,1
3939,S1005BEA,E01704,サンセイ株式会社,0,1
3940,S10057G8,E02927,高千穂交易株式会社,0,1
3941,S1005BFC,E21145,株式会社東京商品取引所,0,1
3942,S1005BCT,E05974,東風汽車集団股イ分有限公司,0,0
3943,S1005BEM,E04216,名糖運輸株式会社,0,1
3944,S1005A9B,E03618,株式会社ほくほくフィナンシャルグループ,0,1
3945,S1004XU1,E04858,ＫＹＣＯＭホールディングス株式会社,0,1
3946,S10056CE,E01152,株式会社有沢製作所,0,1
3947,S1005BFL,E04349,相模運輸倉庫株式会社,0,1
3948,S10050J4,E02624,山崎金属産業株式会社,0,1
3949,S10058HA,E05297,株式会社ソフトフロントホールディングス,0,1
3950,S1005BF5,E00550,株式会社ダイドーリミテッド,0,1
3951,S1005AAW,E01776,株式会社日立国際電気,0,1
3952,S1005AK5,E04161,北海道中央バス株式会社,0,1
3953,S1005B6E,E04278,株式会社ＡＩＲＤＯ,0,1
3954,S100599I,E05423,株式会社ベネフィット・ワン,0,1
3955,S1005BE9,E01354,ホッカンホールディングス株式会社,0,1
3956,S1005AK3,E04130,北陸鉄道株式会社,0,1
3957,S10058O5,E26933,トレンダーズ株式会社,0,1
3958,S10052K7,E05938,エイアイジーエフピー・キャピタル・ファンディング・コープ,0,1
3959,S1005AFV,E01795,株式会社ＴＢグループ,0,1
3960,S10059SJ,E03251,セフテック株式会社,0,1
3961,S1005ALR,E03494,ヒラキ株式会社,0,1
3962,S10059NW,E01855,北海電気工事株式会社,0,1
3963,S1005AX3,E01764,寺崎電気産業株式会社,0,1
3964,S1005BHH,E30479,トレックス・セミコンダクター株式会社,0,1
3965,S1005BIQ,E01707,株式会社石井工作研究所,0,1
3966,S1005BDW,E31065,イーレックス株式会社,0,1
3967,S100552N,E30066,アズマハウス株式会社,0,1
3968,S1005AM0,E30656,株式会社ヨシックス,0,1
3969,S10058Y0,E05753,アメリカン・エキスプレス・カンパニー,0,0
3970,S1005AXM,E24727,エスエイピー・エスイー,0,0
3971,S10058NR,E02684,東海エレクトロニクス株式会社,0,1
3972,S1005BIS,E06021,中国中信集団有限公司（ＣＩＴＩＣ　Ｇｒｏｕｐ　Ｃｏｒｐｏｒａｔｉｏｎ）,0,0
3973,S1005AN2,E31574,株式会社ファンデリー,0,1
3974,S1005AH9,E03971,株式会社ゴールドクレスト,0,1
3975,S10059ZS,E00288,クレアホールディングス株式会社,0,1
3976,S10058Y1,E03579,株式会社池田泉州銀行,0,1
3977,S1005ABD,E05714,ソニーフィナンシャルホールディングス株式会社,0,1
3978,S1005AM6,E01864,株式会社多摩川ホールディングス,0,1
3979,S1005AMK,E04304,株式会社中央倉庫,0,1
3980,S1004YEA,E26842,株式会社エー・ピーカンパニー,0,1
3981,S1005BKP,E01172,昭和化学工業株式会社,0,1
3982,S100598U,E23250,株式会社池田泉州ホールディングス,0,1
3983,S1005BK5,E01206,ジオスター株式会社,0,1
3984,S1005BLD,E00518,ＲＩＺＡＰグループ株式会社,0,1
3985,S10059IK,E01367,日本発條株式会社,0,1
3986,S1005AUE,E00612,株式会社フジコー,0,1
3987,S1004ZYT,E04168,日ノ丸自動車株式会社,0,1
3988,S10055Q5,E26813,アストマックス株式会社,0,1
3989,S1005A2B,E03229,株式会社ベルーナ,0,1
3990,S1005BLR,E04153,東京地下鉄株式会社,0,1
3991,S10059RS,E04714,ＧＮＵ株式会社,0,1
3992,S10059LF,E02628,株式会社キムラタン,0,1
3993,S1005BLX,E02538,株式会社トーハン,0,1
3994,S1005A18,E01121,日本板硝子株式会社,0,1
3995,S1005BFO,E05792,ドイツ銀行,0,0
3996,S1005A16,E01620,フリージア・マクロス株式会社,0,1
3997,S1005A66,E02650,川辺株式会社,0,1
3998,S10056W5,E26332,株式会社エムアップ,0,1
3999,S10054R3,E31321,株式会社ゼネラル・オイスター,0,1
4000,S10059Q8,E05219,株式会社アミューズ,0,1
4001,S10059WU,E26290,株式会社Ｃｏｍｉｎｉｘ,0,1
4002,S1005B3C,E27910,株式会社アドメテック,0,1
4003,S1005868,E01078,株式会社　りゅうせき,0,1
4004,S10053AO,E05875,ゴールドマン・サックス・インターナショナル,0,0
4005,S100591O,E00660,大王製紙株式会社,0,1
4006,S10053UM,E01007,フマキラー株式会社,0,1
4007,S1005B9H,E05452,株式会社省電舎ホールディングス,0,1
4008,S1005A7B,E11701,株式会社日本政策投資銀行,0,1
4009,S100596S,E21200,株式会社川金ホールディングス,0,1
4010,S1005AZR,E00052,大成建設株式会社,0,1
4011,S1005BES,E05570,株式会社エヌジェイホールディングス,0,1
4012,S1005B7D,E03802,みらい證券株式会社,0,1
4013,S1005B7T,E27281,株式会社フージャースホールディングス,0,1
4014,S10059WL,E02377,マミヤ・オーピー株式会社,0,1
4015,S1005AFW,E03823,東京海上日動火災保険株式会社,0,1
4016,S1005BQ9,E02329,長野計器株式会社,0,1
4017,S1005B6Z,E01551,株式会社ダイフク,0,1
4018,S1005AFD,E03847,東京海上ホールディングス株式会社,0,1
4019,S1005BQD,E00023,住友金属鉱山株式会社,0,1
4020,S1005A0A,E27050,株式会社テクノスジャパン,0,1
4021,S1005BCK,E01981,日特エンジニアリング株式会社,0,1
4022,S1005B75,E02045,株式会社ＡＫＩＢＡホールディングス,0,1
4023,S1005B8S,E05621,クルーズ株式会社,0,1
4024,S10059K9,E26109,ディー・エヌ・ビー・バンク　エイ・エス・エイ（ＤＮＢ　Ｂａｎｋ　ＡＳＡ）,0,0
4025,S1005AYA,E02895,株式会社カーチスホールディングス,0,1
4026,S10053J8,E00787,東邦アセチレン株式会社,0,1
4027,S1005AUQ,E03604,株式会社　西日本シティ銀行,0,1
4028,S1005BK2,E04589,東京テアトル株式会社,0,1
4029,S1005ADQ,E01583,株式会社加藤製作所,0,1
4030,S1005BSK,E00892,日本ペイントホールディングス株式会社,0,1
4031,S1005B8G,E30047,株式会社じげん,0,1
4032,S10054NB,E01578,株式会社椿本チエイン,0,1
4033,S10059UQ,E01745,日立工機株式会社,0,1
4034,S1005AYV,E05331,株式会社カイカ,0,1
4035,S1005BCE,E01051,東洋合成工業株式会社,0,1
4036,S1005BEN,E01946,ファナック株式会社,0,1
4037,S100599J,E03407,フィールズ株式会社,0,1
4038,S1005BKE,E01584,株式会社北川鉄工所,0,1
4039,S1005BQI,E05385,株式会社新日本科学,0,1
4040,S1005BVL,E23973,リーディング証券株式会社,0,1
4041,S1005BOT,E05990,チャイナ・コール・エナジー・カンパニー・リミテッド,0,0
4042,S1004YGV,E05991,ナットウエスト・マーケッツ・ピーエルシー,0,0
4043,S10052X9,E27059,地盤ネットホールディングス株式会社,0,1
4044,S1005BJF,E04971,株式会社　サン・ライフ,0,1
4045,S1005BCU,E04031,サンフロンティア不動産株式会社,0,1
4046,S10059BC,E05352,株式会社アイロムグループ,0,1
4047,S1005AXG,E00786,日本化学産業株式会社,0,1
4048,S1005BTK,E01670,レオン自動機株式会社,0,1
4049,S10056F7,E04181,瀬戸内運輸株式会社,0,1
4050,S1005BZI,E04393,山口放送株式会社,0,1
4051,S100584D,E01615,株式会社郷鉄工所,0,1
4052,S1005A09,E01376,東洋刄物株式会社,0,1
4053,S1005BNT,E02051,アオイ電子株式会社,0,1
4054,S10059NZ,E01960,株式会社芝浦電子,0,1
4055,S1005BI9,E02290,大和製衡株式会社,0,1
4056,S10059ZR,E02952,石光商事株式会社,0,1
4057,S1005A21,E01954,株式会社サンコー,0,1
4058,S10055I7,E01553,日本コンベヤ株式会社,0,1
4059,S10059ED,E02501,高島株式会社,0,1
4060,S1005AG5,E04636,株式会社　筑波ゴルフコース,0,1
4061,S1005BBF,E30130,株式会社シグマクシス,0,1
4062,S1005BNV,E25811,株式会社関西ゴルフ倶楽部,0,1
4063,S1004W1P,E06037,ＳＢＡＢ銀行ＡＢ（ｐｕｂｌ）,0,0
4064,S10059MW,E03681,株式会社　大正銀行,0,1
4065,S1005BFA,E03566,株式会社　北國銀行,0,1
4066,S1005BPN,E27615,夢展望株式会社,0,1
4067,S10053CI,E00755,住友精化株式会社,0,1
4068,S1005AXP,E06062,韓国ガス公社,0,0
4069,S1005732,E04396,山陽放送株式会社,0,1
4070,S1005B9K,E03003,株式会社ほくやく・竹山ホールディングス,0,1
4071,S1005BGR,E04191,ニッコンホールディングス株式会社,0,1
4072,S10052XC,E06107,デンマーク地方金融公庫,0,0
4073,S1005A3J,E06013,欧州鉄道金融公社,0,0
4074,S100515D,E02554,阪和興業株式会社,0,1
4075,S1005C3F,E03500,株式会社ＪＢイレブン,0,1
4076,S10051MX,E06057,チュニジア中央銀行,0,0
4077,S1005C7D,E02798,株式会社　山大,0,1
4078,S1004ZIV,E06075,ＢＮＧ銀行Ｎ．Ｖ．,0,0
4079,S10058ZB,E05325,ビジネス・ワンホールディングス株式会社,0,1
4080,S1004UGG,E06016,オーストリア輸出銀行,0,0
4081,S1005BEK,E05807,株式會社ポスコ,0,0
4082,S100579U,E00372,株式会社中村屋,0,1
4083,S1005BD3,E01138,ＴＯＴＯ株式会社,0,1
4084,S1005BPY,E04498,東京電力ホールディングス株式会社,0,1
4085,S1005BWN,E05248,株式会社テイクアンドギヴ・ニーズ,0,1
4086,S1005C16,E04704,ＳＤエンターテイメント株式会社,0,1
4087,S10059RM,E02322,ノーリツ鋼機株式会社,0,1
4088,S1005C9K,E02899,株式会社Ｎｕｔｓ,0,1
4089,S10059QE,E05946,コスコ・シッピング・ディベロップメント・カンパニー・リミテッド,0,0
4090,S1005A2J,E02824,株式会社第一興商,0,1
4091,S10055LE,E01409,三洋工業株式会社,0,1
4092,S1005BNX,E04960,株式会社プラザクリエイト本社,0,1
4093,S10057BY,E31594,冨士ダイス株式会社,0,1
4094,S100512Y,E30816,フランス預金供託公庫,0,0
4095,S1005C7Z,E05302,株式会社ｆｏｎｆｕｎ,0,1
4096,S100550F,E27646,ビーポスト・エスエー／エヌヴィー,0,0
4097,S10057IM,E05962,シャンハイ・エレクトリック・グループ・カンパニー・リミテッド,0,0
4098,S1005AYN,E03845,アクサ生命保険株式会社,0,1
4099,S1005AX4,E06067,ノルウェー輸出金融公社（ＥＫＳＰＯＲＴＦＩＮＡＮＳ　ＡＳＡ）,0,0
4100,S10056Q7,E26705,ディー・ティー・ホールディングス株式会社,0,1
4101,S1005BNQ,E05839,オレンジ,0,0
4102,S1005CBC,E04273,ＡＮＡホールディングス株式会社,0,1
4103,S1005BNF,E00712,三光産業株式会社,0,1
4104,S10056JW,E05881,ＭＵＦＧセキュリティーズＥＭＥＡ・ピーエルシー,0,0
4105,S1005CAB,E05889,ドイツポスト・アーゲー,0,0
4106,S10058I5,E06104,ノルウェー地方金融公社,0,0
4107,S1005465,E01331,エヌアイシ・オートテック株式会社,0,1
4108,S1005CC4,E04978,株式会社アール・エス・シー,0,1
4109,S1005C5I,E27644,スロバキア共和国,0,0
4110,S10059TQ,E06087,フィンランド地方金融公社,0,0
4111,S1005CAT,E02598,株式会社　新潟ケンベイ,0,1
4112,S1005BZE,E11029,クレディ・スイス・エイ・ジー,0,0
4113,S1005BZ6,E00597,グローバルアジアホールディングス株式会社,0,1
4114,S1005CDJ,E03717,第一商品株式会社,0,1
4115,S100509S,E04745,株式会社山形ゴルフ倶楽部,0,1
4116,S1005BYP,E05784,クレディ・スイス・グループＡＧ,0,0
4117,S100585K,E03736,株式会社日産フィナンシャルサービス,0,1
4118,S10054B2,E01405,中央発條株式会社,0,1
4119,S1004YKQ,E05969,フランス電力,0,0
4120,S10058X1,E05952,クレディ・スイス・グループ・ファイナンス（ガーンジー）リミテッド,0,0
4121,S1005162,E06020,スウェーデン輸出信用銀行,0,0
4122,S1005CDI,E23089,オランダ開発金融公庫,0,0
4123,S10059I5,E05852,ユービーエス・エイ・ジー,0,0
4124,S1005BIU,E03600,株式会社　但馬銀行,0,1
4125,S100538Q,E04661,美々津観光開発株式会社,0,1
4126,S100573E,E06052,スウェーデン地方金融公社,0,0
4127,S1005BWY,E02119,株式会社ニューフレアテクノロジー,0,1
4128,S10059HH,E05751,テレフォニカ・エセ・アー,0,0
4129,S10059CS,E05987,中国工商銀行股イ分有限公司,0,0
4130,S100512Z,E06002,メキシコ合衆国,0,0
4131,S1005BD8,E05955,エネル・エスピーエー,0,0
4132,S1005BWF,E01470,株式会社サッパボイラ,0,1
4133,S1005CEZ,E02939,株式会社シーエスロジネット,0,1
4134,S100512R,E25162,ウリィ銀行,0,0
4135,S1005C2O,E31542,株式会社中村超硬,0,1
4136,S100520Z,E03842,トーア再保険株式会社,0,1
4137,S1005CEI,E01433,元旦ビューティ工業株式会社,0,1
4138,S1005CFS,E23614,シャンダ・ゲームズ・リミテッド,0,0
4139,S1005C72,E00867,ヤマト・インダストリー株式会社,0,1
4140,S1005CHL,E26990,住信ＳＢＩネット銀行株式会社,0,1
4141,S10059AX,E06053,アンデス開発公社,0,0
4142,S1005BYG,E06005,欧州投資銀行,0,0
4143,S1005C1T,E05496,株式会社アドバンスト・メディア,0,1
4144,S1005780,E04142,のと鉄道株式会社,0,1
4145,S1005C1V,E05151,ネクストウェア株式会社,0,1
4146,S1005CEG,E02687,株式会社ＭＡＧねっとホールディングス,0,1
4147,S10051MN,E02096,アビックス株式会社,0,1
4148,S1005CI8,E00711,株式会社光陽社,0,1
4149,S1005C6O,E04232,株式会社ロジネットジャパン,0,1
4150,S1005829,E06106,ポーランド共和国,0,0
4151,S1005BPQ,E04735,株式会社グレイスヒルズカントリー倶楽部,0,1
4152,S1005AM5,E01830,ユニデンホールディングス株式会社,0,1
4153,S1005CJ8,E03369,株式会社ジパング,0,1
4154,S100500R,E04141,会津鉄道株式会社,0,1
4155,S1005CB7,E26006,アメリカ・モバイル,0,0
4156,S10058LP,E05725,株式会社ゾゾ,0,1
4157,S1005C2B,E04507,日本原子力発電株式会社,0,1
4158,S1005CL6,E31291,株式会社エスエルディー,0,1
4159,S1005CIU,E01651,株式会社プラコー,0,1
4160,S1004Y06,E05928,エア・リキード・エス・エー（Ｌ’ＡＩＲ　ＬＩＱＵＩＤＥ　Ｓ．Ａ．）,0,0
4161,S1005CKW,E01366,中国工業株式会社,0,1
4162,S1005CN2,E04430,日本電信電話株式会社,0,1
4163,S1005BYC,E30918,株式会社オプティム,0,1
4164,S1005CBJ,E01718,株式会社オーイズミ,0,1
4165,S1005C1B,E31079,株式会社エクストリーム,0,1
4166,S1005BN6,E00810,田岡化学工業株式会社,0,1
4167,S10053KJ,E31672,株式会社ユリアインターナショナル,0,1
4168,S1005C6I,E03252,ダイヤ通商株式会社,0,1
4169,S1005BWB,E05064,株式会社きずな,0,1
4170,S1005AMX,E03745,燦キャピタルマネージメント株式会社,0,1
4171,S1005C3D,E05480,株式会社インターネットイニシアティブ,0,1
4172,S1005CPK,E30200,モンクレール・エスピーエー,0,0
4173,S1005AI8,E02195,フタバ産業株式会社,0,1
4174,S1005CR3,E02287,株式会社セコニックホールディングス,0,1
4175,S1005A42,E04613,株式会社　大利根カントリー倶楽部,0,1
4176,S1005C17,E05682,株式会社アイフリークモバイル,0,1
4177,S1005CQ7,E03181,株式会社ベリテ,0,1
4178,S1005AKM,E04485,株式会社京王ズホールディングス,0,1
4179,S10056TN,E02167,スズキ株式会社,0,1
4180,S1005CPL,E04112,越後交通株式会社,0,1
4181,S1005CV4,E02602,三谷商事株式会社,0,1
4182,S1005DDE,E05904,トヨタ　モーター　クレジット　コーポレーション,0,0
4183,S1005EGO,E05954,トヨタ　ファイナンス　オーストラリア　リミテッド,0,0
4184,S1005EJ7,E05070,株式会社ダイサン,0,1
4185,S1005G2J,E02843,株式会社ヤガミ,0,1
4186,S1005GB6,E00763,神島化学工業株式会社,0,1
4187,S1005H28,E03326,株式会社サンオータス,0,1
4188,S1005HDJ,E03433,株式会社メガネスーパー,0,1
4189,S1005HEK,E01442,株式会社共和工業所,0,1
4190,S1005HHU,E03436,東和フードサービス株式会社,0,1
4191,S1005GGM,E23829,ヤーマン株式会社,0,1
4192,S1005HH7,E05137,株式会社トーシンホールディングス,0,1
4193,S1005HEQ,E00510,佐藤食品工業株式会社,0,1
4194,S1005HD0,E05483,株式会社アスカネット,0,1
4195,S1005HJX,E27215,株式会社ビューティガレージ,0,1
4196,S1005HC6,E05484,株式会社ザッパラス,0,1
4197,S1005HS4,E02356,インスペック株式会社,0,1
4198,S1005HSR,E22016,株式会社菊池製作所,0,1
4199,S1005I13,E02953,株式会社テンポスホールディングス,0,1
4200,S1005HPI,E00200,東芝プラントシステム株式会社,0,1
4201,S1005HMF,E24248,アゼアス株式会社,0,1
4202,S1005HWO,E00715,株式会社マツモト,0,1
4203,S1005HR8,E00578,日東製網株式会社,0,1
4204,S1005IDE,E05704,株式会社フルスピード,0,1
4205,S1005I7M,E00414,株式会社伊藤園,0,1
4206,S1005IEC,E02011,株式会社ナ・デックス,0,1
4207,S1005I7X,E04192,新潟運輸株式会社,0,1
4208,S1005HU7,E05481,日本テレホン株式会社,0,1
4209,S1005IJZ,E00482,株式会社ロック・フィールド,0,1
4210,S1005HPB,E06001,ケベック州,0,0
4211,S1005IEO,E05680,フリービット株式会社,0,1
4212,S1005IMU,E03279,株式会社グリーンクロス,0,1
4213,S1005IO1,E31060,株式会社ｇｕｍｉ,0,1
4214,S1005I8E,E30738,日本ビューホテル株式会社,0,1
4215,S1005HST,E04651,株式会社中山カントリークラブ,0,1
4216,S1005IPM,E00281,東建コーポレーション株式会社,0,1
4217,S1005IEQ,E04695,尾道ゴルフ観光株式会社,0,1
4218,S1005IY9,E05563,株式会社ラクーンホールディングス,0,1
4219,S1005IW9,E03454,株式会社トーエル,0,1
4220,S1005IFY,E04732,株式会社涼仙,0,1
4221,S1005J1N,E31386,Ｈａｍｅｅ株式会社,0,1
4222,S1005ITA,E25884,株式会社スリー・ディー・マトリックス,0,1
4223,S1005I25,E02430,ＭＩＣＳ化学株式会社,0,1
4224,S1005J74,E03363,アスクル株式会社,0,1
4225,S1005J96,E04896,株式会社アインホールディングス,0,1
4226,S1005KSZ,E03507,株式会社銚子丸,0,1
4227,S1005KX6,E03149,ＤＣＭくろがねや株式会社,0,1
4228,S1005MD0,E03464,株式会社ツルハホールディングス,0,1
4229,S1005N4B,E02486,株式会社オプトロム,0,1
4230,S1005OUM,E02956,トシン・グループ株式会社,0,1
4231,S1005P4U,E01856,コーセル株式会社,0,1
4232,S1005R2Q,E24747,ノムラ・ヨーロッパ・ファイナンス・エヌ・ブイ　（Ｎｏｍｕｒａ　Ｅｕｒｏｐｅ　Ｆｉｎａｎｃｅ　Ｎ．Ｖ．）,0,0
4233,S10058MP,E30730,クラウドバンク株式会社,0,1
4234,S1005RU3,E03424,株式会社ハニーズホールディングス,0,1
4235,S1005RZY,E05162,株式会社ウェザーニューズ,0,1
4236,S1005RT3,E03469,株式会社クスリのアオキ,0,1
4237,S1005RW7,E24129,株式会社大光,0,1
4238,S1005S6Z,E02793,佐鳥電機株式会社,0,1
4239,S1005S2H,E31677,株式会社ＣＲＣＣメディア,0,1
4240,S1005S2J,E31677,株式会社ＣＲＣＣメディア,0,1
4241,S1005S2R,E31677,株式会社ＣＲＣＣメディア,0,1
4242,S1005S2W,E31677,株式会社ＣＲＣＣメディア,0,1
4243,S1005S2Y,E31677,株式会社ＣＲＣＣメディア,0,1
4244,S1005SBE,E05729,株式会社パソナグループ,0,1
4245,S1005SBH,E05141,株式会社エル・シー・エーホールディングス,0,1
4246,S1005SI8,E03169,株式会社テーオーホールディングス,0,1
4247,S1005SEO,E05053,株式会社　京進,0,1
4248,S1005SMD,E00710,宝印刷株式会社,0,1
4249,S1005SE2,E03386,株式会社アイケイ,0,1
4250,S1005SB9,E02968,ミタチ産業株式会社,0,1
4251,S1005SLJ,E05491,株式会社ウィズ,0,1
4252,S1005SDV,E01494,旭サナック株式会社,0,1
4253,S1005S8J,E21606,株式会社クリエイトＳＤホールディングス,0,1
4254,S1005SRK,E05027,日本オラクル株式会社,0,1
4255,S1005SWT,E00006,株式会社　サカタのタネ,0,1
4256,S1005SZ5,E04036,株式会社インテリックス,0,1
4257,S1005T5S,E03423,大黒天物産株式会社,0,1
4258,S1005T52,E24187,ダイト株式会社,0,1
4259,S1005SW6,E05527,アウンコンサルティング株式会社,0,1
4260,S1005T9U,E05601,サイバーステップ株式会社,0,1
4261,S1005T0I,E04601,新橋演舞場株式会社,0,1
4262,S1005SQN,E05313,株式会社毎日コムネット,0,1
4263,S1005THB,E05379,ファーマライズホールディングス株式会社,0,1
4264,S1005TKV,E03329,株式会社壱番屋,0,1
4265,S1005SGL,E05289,株式会社ドーン,0,1
4266,S1005TIM,E00687,株式会社岡山製紙,0,1
4267,S1005TLG,E00890,株式会社ニイタカ,0,1
4268,S1005SSV,E02323,シグマ光機株式会社,0,1
4269,S1005TFQ,E03989,リベレステ株式会社,0,1
4270,S1005TOR,E04064,株式会社プロパスト,0,1
4271,S1005TAH,E02677,三益半導体工業株式会社,0,1
