,Bonds,CP,Capex,CashEquivalents,Depreciation,GrossProfit,Inventories,NetAssets,NetSales,OperatingProfit,OrdinaryIncomeLoss,ParseFlg,ProfitLoss,ROE,RequestFlg,ShareholdersEquity,Valuation,acPayable,acReceivable,campany_no,cfFinancing,cfInvesting,cfOperating,cpBonds,cpLoans,disclosureStatusFlg,docID,edinetCode,filerName,ltLoans,psBasicEarningsLoss,psNetAssets,season,series_data,stBonds,stLoans,tAssets,tIssuedShares,xbrlFlg,year
122,,,,2169846000,,,,2463084000,4289385000,,474453000,,,0.196,,,,,,,158724000,-567732000,646794000,,,0,S1004EQ9,E30114,株式会社ブイキューブ,,99.27,556.65,15.0,,,,4334461000,44248,1,2012
123,220000000.0,,,2625625000,7395000.0,1842648000.0,-18880000.0,2780431000,4225478000,526077000.0,517087000,,,0.121,,2778285000.0,2145000.0,-5298000.0,100732000.0,,-7616000,-346018000,809413000,110000000.0,147192000.0,0,S1004EQ9,E30114,株式会社ブイキューブ,147192000.0,71.46,628.37,16.0,,,135000000.0,4996345000,4424800,1,2013
124,160000000.0,,,2511147000,15933000.0,2550585000.0,-1194000.0,3059877000,4437957000,690483000.0,693252000,,,0.115,,3112757000.0,-52880000.0,-6838000.0,-149950000.0,,-317505000,-384858000,587886000,60000000.0,119992000.0,0,S1004EQ9,E30114,イーサポートリンク株式会社,119992000.0,75.64,691.54,17.0,第17期（自　平成25年12月１日　至　平成26年11月30日）,,150000000.0,5211853000,4424800,1,2014
125,,,,1325644000,,,,1391601000,4176402000,,323108000,,,0.302,,,,,,,124567000,-95376000,717412000,,,0,S1004ESB,E26596,株式会社モブキャストホールディングス,,7441.98,31450.04,13.0,,,,2832324000,44248,1,2010
126,,,,1932060000,,,,2020398000,4182908000,,385401000,,,0.369,,,,,,,64765000,-142472000,684122000,,,0,S1004ESB,E26596,株式会社モブキャストホールディングス,,14226.45,45660.79,14.0,,,,3629144000,44248,1,2011
127,,,,2169846000,,,,2463084000,4289385000,,474453000,,,0.196,,,,,,,158724000,-567732000,646794000,,,0,S1004ESB,E26596,株式会社モブキャストホールディングス,,99.27,556.65,15.0,,,,4334461000,44248,1,2012
128,220000000.0,,,2625625000,7395000.0,1842648000.0,-18880000.0,2780431000,4225478000,526077000.0,517087000,,,0.121,,2778285000.0,2145000.0,-5298000.0,100732000.0,,-7616000,-346018000,809413000,110000000.0,147192000.0,0,S1004ESB,E26596,株式会社モブキャストホールディングス,147192000.0,71.46,628.37,16.0,,,135000000.0,4996345000,4424800,1,2013
129,160000000.0,,,2511147000,15933000.0,2550585000.0,-1194000.0,3059877000,4437957000,690483000.0,693252000,,,0.115,,3112757000.0,-52880000.0,-6838000.0,-149950000.0,,-317505000,-384858000,587886000,60000000.0,119992000.0,0,S1004ESB,E26596,イーサポートリンク株式会社,119992000.0,75.64,691.54,17.0,第17期（自　平成25年12月１日　至　平成26年11月30日）,,150000000.0,5211853000,4424800,1,2014
130,,,,1325644000,,,,1391601000,4176402000,,323108000,,,0.302,,,,,,,124567000,-95376000,717412000,,,0,S1004DJM,E00932,中外製薬株式会社,,7441.98,31450.04,13.0,,,,2832324000,44248,1,2010
131,,,,1932060000,,,,2020398000,4182908000,,385401000,,,0.369,,,,,,,64765000,-142472000,684122000,,,0,S1004DJM,E00932,中外製薬株式会社,,14226.45,45660.79,14.0,,,,3629144000,44248,1,2011
132,,,,2169846000,,,,2463084000,4289385000,,474453000,,,0.196,,,,,,,158724000,-567732000,646794000,,,0,S1004DJM,E00932,中外製薬株式会社,,99.27,556.65,15.0,,,,4334461000,44248,1,2012
133,220000000.0,,,2625625000,7395000.0,1842648000.0,-18880000.0,2780431000,4225478000,526077000.0,517087000,,,0.121,,2778285000.0,2145000.0,-5298000.0,100732000.0,,-7616000,-346018000,809413000,110000000.0,147192000.0,0,S1004DJM,E00932,中外製薬株式会社,147192000.0,71.46,628.37,16.0,,,135000000.0,4996345000,4424800,1,2013
134,160000000.0,,,2511147000,15933000.0,2550585000.0,-1194000.0,3059877000,4437957000,690483000.0,693252000,,,0.115,,3112757000.0,-52880000.0,-6838000.0,-149950000.0,,-317505000,-384858000,587886000,60000000.0,119992000.0,0,S1004DJM,E00932,イーサポートリンク株式会社,119992000.0,75.64,691.54,17.0,第17期（自　平成25年12月１日　至　平成26年11月30日）,,150000000.0,5211853000,4424800,1,2014
135,,,,1325644000,,,,1391601000,4176402000,,323108000,,,0.302,,,,,,,124567000,-95376000,717412000,,,0,S1004ES8,E05413,サイオス株式会社,,7441.98,31450.04,13.0,,,,2832324000,44248,1,2010
136,,,,1932060000,,,,2020398000,4182908000,,385401000,,,0.369,,,,,,,64765000,-142472000,684122000,,,0,S1004ES8,E05413,サイオス株式会社,,14226.45,45660.79,14.0,,,,3629144000,44248,1,2011
137,,,,2169846000,,,,2463084000,4289385000,,474453000,,,0.196,,,,,,,158724000,-567732000,646794000,,,0,S1004ES8,E05413,サイオス株式会社,,99.27,556.65,15.0,,,,4334461000,44248,1,2012
138,220000000.0,,,2625625000,7395000.0,1842648000.0,-18880000.0,2780431000,4225478000,526077000.0,517087000,,,0.121,,2778285000.0,2145000.0,-5298000.0,100732000.0,,-7616000,-346018000,809413000,110000000.0,147192000.0,0,S1004ES8,E05413,サイオス株式会社,147192000.0,71.46,628.37,16.0,,,135000000.0,4996345000,4424800,1,2013
139,160000000.0,,,2511147000,15933000.0,2550585000.0,-1194000.0,3059877000,4437957000,690483000.0,693252000,,,0.115,,3112757000.0,-52880000.0,-6838000.0,-149950000.0,,-317505000,-384858000,587886000,60000000.0,119992000.0,0,S1004ES8,E05413,イーサポートリンク株式会社,119992000.0,75.64,691.54,17.0,第17期（自　平成25年12月１日　至　平成26年11月30日）,,150000000.0,5211853000,4424800,1,2014
140,,,,1325644000,,,,1391601000,4176402000,,323108000,,,0.302,,,,,,,124567000,-95376000,717412000,,,0,S1004DL8,E04820,ジャパンシステム株式会社,,7441.98,31450.04,13.0,,,,2832324000,44248,1,2010
141,,,,1932060000,,,,2020398000,4182908000,,385401000,,,0.369,,,,,,,64765000,-142472000,684122000,,,0,S1004DL8,E04820,ジャパンシステム株式会社,,14226.45,45660.79,14.0,,,,3629144000,44248,1,2011
142,,,,2169846000,,,,2463084000,4289385000,,474453000,,,0.196,,,,,,,158724000,-567732000,646794000,,,0,S1004DL8,E04820,ジャパンシステム株式会社,,99.27,556.65,15.0,,,,4334461000,44248,1,2012
143,220000000.0,,,2625625000,7395000.0,1842648000.0,-18880000.0,2780431000,4225478000,526077000.0,517087000,,,0.121,,2778285000.0,2145000.0,-5298000.0,100732000.0,,-7616000,-346018000,809413000,110000000.0,147192000.0,0,S1004DL8,E04820,ジャパンシステム株式会社,147192000.0,71.46,628.37,16.0,,,135000000.0,4996345000,4424800,1,2013
144,160000000.0,,,2511147000,15933000.0,2550585000.0,-1194000.0,3059877000,4437957000,690483000.0,693252000,,,0.115,,3112757000.0,-52880000.0,-6838000.0,-149950000.0,,-317505000,-384858000,587886000,60000000.0,119992000.0,0,S1004DL8,E04820,イーサポートリンク株式会社,119992000.0,75.64,691.54,17.0,第17期（自　平成25年12月１日　至　平成26年11月30日）,,150000000.0,5211853000,4424800,1,2014
145,,,,1325644000,,,,1391601000,4176402000,,323108000,,,0.302,,,,,,,124567000,-95376000,717412000,,,0,S1004ELP,E03435,Ｒａｋｕｔｅｎ　Ｄｉｒｅｃｔ株式会社,,7441.98,31450.04,13.0,,,,2832324000,44248,1,2010
146,,,,1932060000,,,,2020398000,4182908000,,385401000,,,0.369,,,,,,,64765000,-142472000,684122000,,,0,S1004ELP,E03435,Ｒａｋｕｔｅｎ　Ｄｉｒｅｃｔ株式会社,,14226.45,45660.79,14.0,,,,3629144000,44248,1,2011
147,,,,2169846000,,,,2463084000,4289385000,,474453000,,,0.196,,,,,,,158724000,-567732000,646794000,,,0,S1004ELP,E03435,Ｒａｋｕｔｅｎ　Ｄｉｒｅｃｔ株式会社,,99.27,556.65,15.0,,,,4334461000,44248,1,2012
148,220000000.0,,,2625625000,7395000.0,1842648000.0,-18880000.0,2780431000,4225478000,526077000.0,517087000,,,0.121,,2778285000.0,2145000.0,-5298000.0,100732000.0,,-7616000,-346018000,809413000,110000000.0,147192000.0,0,S1004ELP,E03435,Ｒａｋｕｔｅｎ　Ｄｉｒｅｃｔ株式会社,147192000.0,71.46,628.37,16.0,,,135000000.0,4996345000,4424800,1,2013
149,160000000.0,,,2511147000,15933000.0,2550585000.0,-1194000.0,3059877000,4437957000,690483000.0,693252000,,,0.115,,3112757000.0,-52880000.0,-6838000.0,-149950000.0,,-317505000,-384858000,587886000,60000000.0,119992000.0,0,S1004ELP,E03435,イーサポートリンク株式会社,119992000.0,75.64,691.54,17.0,第17期（自　平成25年12月１日　至　平成26年11月30日）,,150000000.0,5211853000,4424800,1,2014
0,,,,1325644000,,,,1391601000,4176402000,,323108000,,,0.302,,,,,,,124567000,-95376000,717412000,,,0,S1004D1K,E24951,株式会社ポーラ・オルビスホールディングス,,7441.98,31450.04,13.0,,,,2832324000,44248,1,2010
1,,,,1932060000,,,,2020398000,4182908000,,385401000,,,0.369,,,,,,,64765000,-142472000,684122000,,,0,S1004D1K,E24951,株式会社ポーラ・オルビスホールディングス,,14226.45,45660.79,14.0,,,,3629144000,44248,1,2011
2,,,,2169846000,,,,2463084000,4289385000,,474453000,,,0.196,,,,,,,158724000,-567732000,646794000,,,0,S1004D1K,E24951,株式会社ポーラ・オルビスホールディングス,,99.27,556.65,15.0,,,,4334461000,44248,1,2012
3,220000000.0,,,2625625000,7395000.0,1842648000.0,-18880000.0,2780431000,4225478000,526077000.0,517087000,,,0.121,,2778285000.0,2145000.0,-5298000.0,100732000.0,,-7616000,-346018000,809413000,110000000.0,147192000.0,0,S1004D1K,E24951,株式会社ポーラ・オルビスホールディングス,147192000.0,71.46,628.37,16.0,,,135000000.0,4996345000,4424800,1,2013
4,160000000.0,,,2511147000,15933000.0,2550585000.0,-1194000.0,3059877000,4437957000,690483000.0,693252000,,,0.115,,3112757000.0,-52880000.0,-6838000.0,-149950000.0,,-317505000,-384858000,587886000,60000000.0,119992000.0,0,S1004D1K,E24951,イーサポートリンク株式会社,119992000.0,75.64,691.54,17.0,第17期（自　平成25年12月１日　至　平成26年11月30日）,,150000000.0,5211853000,4424800,1,2014
5,,,,1325644000,,,,1391601000,4176402000,,323108000,,,0.302,,,,,,,124567000,-95376000,717412000,,,0,S1004ER7,E26625,日本エマージェンシーアシスタンス株式会社,,7441.98,31450.04,13.0,,,,2832324000,44248,1,2010
6,,,,1932060000,,,,2020398000,4182908000,,385401000,,,0.369,,,,,,,64765000,-142472000,684122000,,,0,S1004ER7,E26625,日本エマージェンシーアシスタンス株式会社,,14226.45,45660.79,14.0,,,,3629144000,44248,1,2011
7,,,,2169846000,,,,2463084000,4289385000,,474453000,,,0.196,,,,,,,158724000,-567732000,646794000,,,0,S1004ER7,E26625,日本エマージェンシーアシスタンス株式会社,,99.27,556.65,15.0,,,,4334461000,44248,1,2012
8,220000000.0,,,2625625000,7395000.0,1842648000.0,-18880000.0,2780431000,4225478000,526077000.0,517087000,,,0.121,,2778285000.0,2145000.0,-5298000.0,100732000.0,,-7616000,-346018000,809413000,110000000.0,147192000.0,0,S1004ER7,E26625,日本エマージェンシーアシスタンス株式会社,147192000.0,71.46,628.37,16.0,,,135000000.0,4996345000,4424800,1,2013
9,160000000.0,,,2511147000,15933000.0,2550585000.0,-1194000.0,3059877000,4437957000,690483000.0,693252000,,,0.115,,3112757000.0,-52880000.0,-6838000.0,-149950000.0,,-317505000,-384858000,587886000,60000000.0,119992000.0,0,S1004ER7,E26625,イーサポートリンク株式会社,119992000.0,75.64,691.54,17.0,第17期（自　平成25年12月１日　至　平成26年11月30日）,,150000000.0,5211853000,4424800,1,2014
10,,,,1325644000,,,,1391601000,4176402000,,323108000,,,0.302,,,,,,,124567000,-95376000,717412000,,,0,S1004EJD,E05033,フューチャー株式会社,,7441.98,31450.04,13.0,,,,2832324000,44248,1,2010
11,,,,1932060000,,,,2020398000,4182908000,,385401000,,,0.369,,,,,,,64765000,-142472000,684122000,,,0,S1004EJD,E05033,フューチャー株式会社,,14226.45,45660.79,14.0,,,,3629144000,44248,1,2011
12,,,,2169846000,,,,2463084000,4289385000,,474453000,,,0.196,,,,,,,158724000,-567732000,646794000,,,0,S1004EJD,E05033,フューチャー株式会社,,99.27,556.65,15.0,,,,4334461000,44248,1,2012
13,220000000.0,,,2625625000,7395000.0,1842648000.0,-18880000.0,2780431000,4225478000,526077000.0,517087000,,,0.121,,2778285000.0,2145000.0,-5298000.0,100732000.0,,-7616000,-346018000,809413000,110000000.0,147192000.0,0,S1004EJD,E05033,フューチャー株式会社,147192000.0,71.46,628.37,16.0,,,135000000.0,4996345000,4424800,1,2013
14,160000000.0,,,2511147000,15933000.0,2550585000.0,-1194000.0,3059877000,4437957000,690483000.0,693252000,,,0.115,,3112757000.0,-52880000.0,-6838000.0,-149950000.0,,-317505000,-384858000,587886000,60000000.0,119992000.0,0,S1004EJD,E05033,イーサポートリンク株式会社,119992000.0,75.64,691.54,17.0,第17期（自　平成25年12月１日　至　平成26年11月30日）,,150000000.0,5211853000,4424800,1,2014
15,,,,1325644000,,,,1391601000,4176402000,,323108000,,,0.302,,,,,,,124567000,-95376000,717412000,,,0,S1004DR1,E03366,日本マクドナルドホールディングス株式会社,,7441.98,31450.04,13.0,,,,2832324000,44248,1,2010
16,,,,1932060000,,,,2020398000,4182908000,,385401000,,,0.369,,,,,,,64765000,-142472000,684122000,,,0,S1004DR1,E03366,日本マクドナルドホールディングス株式会社,,14226.45,45660.79,14.0,,,,3629144000,44248,1,2011
17,,,,2169846000,,,,2463084000,4289385000,,474453000,,,0.196,,,,,,,158724000,-567732000,646794000,,,0,S1004DR1,E03366,日本マクドナルドホールディングス株式会社,,99.27,556.65,15.0,,,,4334461000,44248,1,2012
18,220000000.0,,,2625625000,7395000.0,1842648000.0,-18880000.0,2780431000,4225478000,526077000.0,517087000,,,0.121,,2778285000.0,2145000.0,-5298000.0,100732000.0,,-7616000,-346018000,809413000,110000000.0,147192000.0,0,S1004DR1,E03366,日本マクドナルドホールディングス株式会社,147192000.0,71.46,628.37,16.0,,,135000000.0,4996345000,4424800,1,2013
19,160000000.0,,,2511147000,15933000.0,2550585000.0,-1194000.0,3059877000,4437957000,690483000.0,693252000,,,0.115,,3112757000.0,-52880000.0,-6838000.0,-149950000.0,,-317505000,-384858000,587886000,60000000.0,119992000.0,0,S1004DR1,E03366,イーサポートリンク株式会社,119992000.0,75.64,691.54,17.0,第17期（自　平成25年12月１日　至　平成26年11月30日）,,150000000.0,5211853000,4424800,1,2014
20,,,,1325644000,,,,1391601000,4176402000,,323108000,,,0.302,,,,,,,124567000,-95376000,717412000,,,0,S1004ETB,E22559,サントリーホールディングス株式会社,,7441.98,31450.04,13.0,,,,2832324000,44248,1,2010
21,,,,1932060000,,,,2020398000,4182908000,,385401000,,,0.369,,,,,,,64765000,-142472000,684122000,,,0,S1004ETB,E22559,サントリーホールディングス株式会社,,14226.45,45660.79,14.0,,,,3629144000,44248,1,2011
22,,,,2169846000,,,,2463084000,4289385000,,474453000,,,0.196,,,,,,,158724000,-567732000,646794000,,,0,S1004ETB,E22559,サントリーホールディングス株式会社,,99.27,556.65,15.0,,,,4334461000,44248,1,2012
23,220000000.0,,,2625625000,7395000.0,1842648000.0,-18880000.0,2780431000,4225478000,526077000.0,517087000,,,0.121,,2778285000.0,2145000.0,-5298000.0,100732000.0,,-7616000,-346018000,809413000,110000000.0,147192000.0,0,S1004ETB,E22559,サントリーホールディングス株式会社,147192000.0,71.46,628.37,16.0,,,135000000.0,4996345000,4424800,1,2013
24,160000000.0,,,2511147000,15933000.0,2550585000.0,-1194000.0,3059877000,4437957000,690483000.0,693252000,,,0.115,,3112757000.0,-52880000.0,-6838000.0,-149950000.0,,-317505000,-384858000,587886000,60000000.0,119992000.0,0,S1004ETB,E22559,イーサポートリンク株式会社,119992000.0,75.64,691.54,17.0,第17期（自　平成25年12月１日　至　平成26年11月30日）,,150000000.0,5211853000,4424800,1,2014
25,,,,1325644000,,,,1391601000,4176402000,,323108000,,,0.302,,,,,,,124567000,-95376000,717412000,,,0,S1004DPW,E01654,ホシザキ株式会社,,7441.98,31450.04,13.0,,,,2832324000,44248,1,2010
26,,,,1932060000,,,,2020398000,4182908000,,385401000,,,0.369,,,,,,,64765000,-142472000,684122000,,,0,S1004DPW,E01654,ホシザキ株式会社,,14226.45,45660.79,14.0,,,,3629144000,44248,1,2011
27,,,,2169846000,,,,2463084000,4289385000,,474453000,,,0.196,,,,,,,158724000,-567732000,646794000,,,0,S1004DPW,E01654,ホシザキ株式会社,,99.27,556.65,15.0,,,,4334461000,44248,1,2012
28,220000000.0,,,2625625000,7395000.0,1842648000.0,-18880000.0,2780431000,4225478000,526077000.0,517087000,,,0.121,,2778285000.0,2145000.0,-5298000.0,100732000.0,,-7616000,-346018000,809413000,110000000.0,147192000.0,0,S1004DPW,E01654,ホシザキ株式会社,147192000.0,71.46,628.37,16.0,,,135000000.0,4996345000,4424800,1,2013
29,160000000.0,,,2511147000,15933000.0,2550585000.0,-1194000.0,3059877000,4437957000,690483000.0,693252000,,,0.115,,3112757000.0,-52880000.0,-6838000.0,-149950000.0,,-317505000,-384858000,587886000,60000000.0,119992000.0,0,S1004DPW,E01654,イーサポートリンク株式会社,119992000.0,75.64,691.54,17.0,第17期（自　平成25年12月１日　至　平成26年11月30日）,,150000000.0,5211853000,4424800,1,2014
30,,,,1325644000,,,,1391601000,4176402000,,323108000,,,0.302,,,,,,,124567000,-95376000,717412000,,,0,S1004ED5,E04244,佐渡汽船株式会社,,7441.98,31450.04,13.0,,,,2832324000,44248,1,2010
31,,,,1932060000,,,,2020398000,4182908000,,385401000,,,0.369,,,,,,,64765000,-142472000,684122000,,,0,S1004ED5,E04244,佐渡汽船株式会社,,14226.45,45660.79,14.0,,,,3629144000,44248,1,2011
32,,,,2169846000,,,,2463084000,4289385000,,474453000,,,0.196,,,,,,,158724000,-567732000,646794000,,,0,S1004ED5,E04244,佐渡汽船株式会社,,99.27,556.65,15.0,,,,4334461000,44248,1,2012
33,220000000.0,,,2625625000,7395000.0,1842648000.0,-18880000.0,2780431000,4225478000,526077000.0,517087000,,,0.121,,2778285000.0,2145000.0,-5298000.0,100732000.0,,-7616000,-346018000,809413000,110000000.0,147192000.0,0,S1004ED5,E04244,佐渡汽船株式会社,147192000.0,71.46,628.37,16.0,,,135000000.0,4996345000,4424800,1,2013
34,160000000.0,,,2511147000,15933000.0,2550585000.0,-1194000.0,3059877000,4437957000,690483000.0,693252000,,,0.115,,3112757000.0,-52880000.0,-6838000.0,-149950000.0,,-317505000,-384858000,587886000,60000000.0,119992000.0,0,S1004ED5,E04244,イーサポートリンク株式会社,119992000.0,75.64,691.54,17.0,第17期（自　平成25年12月１日　至　平成26年11月30日）,,150000000.0,5211853000,4424800,1,2014
35,,,,1325644000,,,,1391601000,4176402000,,323108000,,,0.302,,,,,,,124567000,-95376000,717412000,,,0,S1004EKL,E03101,ラオックス株式会社,,7441.98,31450.04,13.0,,,,2832324000,44248,1,2010
36,,,,1932060000,,,,2020398000,4182908000,,385401000,,,0.369,,,,,,,64765000,-142472000,684122000,,,0,S1004EKL,E03101,ラオックス株式会社,,14226.45,45660.79,14.0,,,,3629144000,44248,1,2011
37,,,,2169846000,,,,2463084000,4289385000,,474453000,,,0.196,,,,,,,158724000,-567732000,646794000,,,0,S1004EKL,E03101,ラオックス株式会社,,99.27,556.65,15.0,,,,4334461000,44248,1,2012
38,220000000.0,,,2625625000,7395000.0,1842648000.0,-18880000.0,2780431000,4225478000,526077000.0,517087000,,,0.121,,2778285000.0,2145000.0,-5298000.0,100732000.0,,-7616000,-346018000,809413000,110000000.0,147192000.0,0,S1004EKL,E03101,ラオックス株式会社,147192000.0,71.46,628.37,16.0,,,135000000.0,4996345000,4424800,1,2013
39,160000000.0,,,2511147000,15933000.0,2550585000.0,-1194000.0,3059877000,4437957000,690483000.0,693252000,,,0.115,,3112757000.0,-52880000.0,-6838000.0,-149950000.0,,-317505000,-384858000,587886000,60000000.0,119992000.0,0,S1004EKL,E03101,イーサポートリンク株式会社,119992000.0,75.64,691.54,17.0,第17期（自　平成25年12月１日　至　平成26年11月30日）,,150000000.0,5211853000,4424800,1,2014
40,,,,1325644000,,,,1391601000,4176402000,,323108000,,,0.302,,,,,,,124567000,-95376000,717412000,,,0,S1004EG5,E05116,サイボウズ株式会社,,7441.98,31450.04,13.0,,,,2832324000,44248,1,2010
41,,,,1932060000,,,,2020398000,4182908000,,385401000,,,0.369,,,,,,,64765000,-142472000,684122000,,,0,S1004EG5,E05116,サイボウズ株式会社,,14226.45,45660.79,14.0,,,,3629144000,44248,1,2011
42,,,,2169846000,,,,2463084000,4289385000,,474453000,,,0.196,,,,,,,158724000,-567732000,646794000,,,0,S1004EG5,E05116,サイボウズ株式会社,,99.27,556.65,15.0,,,,4334461000,44248,1,2012
43,220000000.0,,,2625625000,7395000.0,1842648000.0,-18880000.0,2780431000,4225478000,526077000.0,517087000,,,0.121,,2778285000.0,2145000.0,-5298000.0,100732000.0,,-7616000,-346018000,809413000,110000000.0,147192000.0,0,S1004EG5,E05116,サイボウズ株式会社,147192000.0,71.46,628.37,16.0,,,135000000.0,4996345000,4424800,1,2013
44,160000000.0,,,2511147000,15933000.0,2550585000.0,-1194000.0,3059877000,4437957000,690483000.0,693252000,,,0.115,,3112757000.0,-52880000.0,-6838000.0,-149950000.0,,-317505000,-384858000,587886000,60000000.0,119992000.0,0,S1004EG5,E05116,イーサポートリンク株式会社,119992000.0,75.64,691.54,17.0,第17期（自　平成25年12月１日　至　平成26年11月30日）,,150000000.0,5211853000,4424800,1,2014
45,,,,1325644000,,,,1391601000,4176402000,,323108000,,,0.302,,,,,,,124567000,-95376000,717412000,,,0,S1004E8Z,E01867,アライドテレシスホールディングス株式会社,,7441.98,31450.04,13.0,,,,2832324000,44248,1,2010
46,,,,1932060000,,,,2020398000,4182908000,,385401000,,,0.369,,,,,,,64765000,-142472000,684122000,,,0,S1004E8Z,E01867,アライドテレシスホールディングス株式会社,,14226.45,45660.79,14.0,,,,3629144000,44248,1,2011
47,,,,2169846000,,,,2463084000,4289385000,,474453000,,,0.196,,,,,,,158724000,-567732000,646794000,,,0,S1004E8Z,E01867,アライドテレシスホールディングス株式会社,,99.27,556.65,15.0,,,,4334461000,44248,1,2012
48,220000000.0,,,2625625000,7395000.0,1842648000.0,-18880000.0,2780431000,4225478000,526077000.0,517087000,,,0.121,,2778285000.0,2145000.0,-5298000.0,100732000.0,,-7616000,-346018000,809413000,110000000.0,147192000.0,0,S1004E8Z,E01867,アライドテレシスホールディングス株式会社,147192000.0,71.46,628.37,16.0,,,135000000.0,4996345000,4424800,1,2013
49,160000000.0,,,2511147000,15933000.0,2550585000.0,-1194000.0,3059877000,4437957000,690483000.0,693252000,,,0.115,,3112757000.0,-52880000.0,-6838000.0,-149950000.0,,-317505000,-384858000,587886000,60000000.0,119992000.0,0,S1004E8Z,E01867,イーサポートリンク株式会社,119992000.0,75.64,691.54,17.0,第17期（自　平成25年12月１日　至　平成26年11月30日）,,150000000.0,5211853000,4424800,1,2014
50,,,,1325644000,,,,1391601000,4176402000,,323108000,,,0.302,,,,,,,124567000,-95376000,717412000,,,0,S1004DSO,E02462,不二精機株式会社,,7441.98,31450.04,13.0,,,,2832324000,44248,1,2010
51,,,,1932060000,,,,2020398000,4182908000,,385401000,,,0.369,,,,,,,64765000,-142472000,684122000,,,0,S1004DSO,E02462,不二精機株式会社,,14226.45,45660.79,14.0,,,,3629144000,44248,1,2011
52,,,,2169846000,,,,2463084000,4289385000,,474453000,,,0.196,,,,,,,158724000,-567732000,646794000,,,0,S1004DSO,E02462,不二精機株式会社,,99.27,556.65,15.0,,,,4334461000,44248,1,2012
53,220000000.0,,,2625625000,7395000.0,1842648000.0,-18880000.0,2780431000,4225478000,526077000.0,517087000,,,0.121,,2778285000.0,2145000.0,-5298000.0,100732000.0,,-7616000,-346018000,809413000,110000000.0,147192000.0,0,S1004DSO,E02462,不二精機株式会社,147192000.0,71.46,628.37,16.0,,,135000000.0,4996345000,4424800,1,2013
54,160000000.0,,,2511147000,15933000.0,2550585000.0,-1194000.0,3059877000,4437957000,690483000.0,693252000,,,0.115,,3112757000.0,-52880000.0,-6838000.0,-149950000.0,,-317505000,-384858000,587886000,60000000.0,119992000.0,0,S1004DSO,E02462,イーサポートリンク株式会社,119992000.0,75.64,691.54,17.0,第17期（自　平成25年12月１日　至　平成26年11月30日）,,150000000.0,5211853000,4424800,1,2014
55,,,,1325644000,,,,1391601000,4176402000,,323108000,,,0.302,,,,,,,124567000,-95376000,717412000,,,0,S1004F34,E03948,株式会社　日住サービス,,7441.98,31450.04,13.0,,,,2832324000,44248,1,2010
56,,,,1932060000,,,,2020398000,4182908000,,385401000,,,0.369,,,,,,,64765000,-142472000,684122000,,,0,S1004F34,E03948,株式会社　日住サービス,,14226.45,45660.79,14.0,,,,3629144000,44248,1,2011
57,,,,2169846000,,,,2463084000,4289385000,,474453000,,,0.196,,,,,,,158724000,-567732000,646794000,,,0,S1004F34,E03948,株式会社　日住サービス,,99.27,556.65,15.0,,,,4334461000,44248,1,2012
58,220000000.0,,,2625625000,7395000.0,1842648000.0,-18880000.0,2780431000,4225478000,526077000.0,517087000,,,0.121,,2778285000.0,2145000.0,-5298000.0,100732000.0,,-7616000,-346018000,809413000,110000000.0,147192000.0,0,S1004F34,E03948,株式会社　日住サービス,147192000.0,71.46,628.37,16.0,,,135000000.0,4996345000,4424800,1,2013
59,160000000.0,,,2511147000,15933000.0,2550585000.0,-1194000.0,3059877000,4437957000,690483000.0,693252000,,,0.115,,3112757000.0,-52880000.0,-6838000.0,-149950000.0,,-317505000,-384858000,587886000,60000000.0,119992000.0,0,S1004F34,E03948,イーサポートリンク株式会社,119992000.0,75.64,691.54,17.0,第17期（自　平成25年12月１日　至　平成26年11月30日）,,150000000.0,5211853000,4424800,1,2014
60,,,,1325644000,,,,1391601000,4176402000,,323108000,,,0.302,,,,,,,124567000,-95376000,717412000,,,0,S1004DLC,E01421,日本パワーファスニング株式会社,,7441.98,31450.04,13.0,,,,2832324000,44248,1,2010
61,,,,1932060000,,,,2020398000,4182908000,,385401000,,,0.369,,,,,,,64765000,-142472000,684122000,,,0,S1004DLC,E01421,日本パワーファスニング株式会社,,14226.45,45660.79,14.0,,,,3629144000,44248,1,2011
62,,,,2169846000,,,,2463084000,4289385000,,474453000,,,0.196,,,,,,,158724000,-567732000,646794000,,,0,S1004DLC,E01421,日本パワーファスニング株式会社,,99.27,556.65,15.0,,,,4334461000,44248,1,2012
63,220000000.0,,,2625625000,7395000.0,1842648000.0,-18880000.0,2780431000,4225478000,526077000.0,517087000,,,0.121,,2778285000.0,2145000.0,-5298000.0,100732000.0,,-7616000,-346018000,809413000,110000000.0,147192000.0,0,S1004DLC,E01421,日本パワーファスニング株式会社,147192000.0,71.46,628.37,16.0,,,135000000.0,4996345000,4424800,1,2013
64,160000000.0,,,2511147000,15933000.0,2550585000.0,-1194000.0,3059877000,4437957000,690483000.0,693252000,,,0.115,,3112757000.0,-52880000.0,-6838000.0,-149950000.0,,-317505000,-384858000,587886000,60000000.0,119992000.0,0,S1004DLC,E01421,イーサポートリンク株式会社,119992000.0,75.64,691.54,17.0,第17期（自　平成25年12月１日　至　平成26年11月30日）,,150000000.0,5211853000,4424800,1,2014
