docID,year,series_data,filerName,edinetCode,NetSales,OrdinaryIncomeLoss,ProfitLoss,NetAssets,tAssets,psNetAssets,psBasicEarningsLoss,ROE,cfOperating,cfInvesting,cfFinancing,CashEquivalents,tIssuedShares,Capex,Inventories,GrossProfit,OperatingProfit,Depreciation,acReceivable,acPayable,stBonds,stLoans,CP,cpBonds,cpLoans,Bonds,ltLoans,ShareholdersEquity,Valuation,disclosureStatusFlg,xbrlFlg,RequestFlg,ParseFlg

