,data_ymd,docID,edinetCode,secCode,filerName,docDescription,disclosureStatus,xbrlFlag
0,2018-04-02,S100CPL9,E31070,78160.0,株式会社スノーピーク,有価証券報告書－第54期(平成29年1月1日－平成29年12月31日),0,1
1,2018-04-10,S100COUP,E06017,,欧州評議会開発銀行,有価証券報告書,0,0
2,2018-04-13,S100CR31,E04672,,備後観光開発株式会社,有価証券報告書－第45期(平成29年2月1日－平成30年1月31日),0,1
3,2018-04-16,S100CSHP,E00424,25900.0,ダイドーグループホールディングス株式会社,有価証券報告書－第43期(平成29年1月21日－平成30年1月20日),0,1
4,2018-04-16,S100CSBU,E02888,75900.0,株式会社タカショー,有価証券報告書－第38期(平成29年1月21日－平成30年1月20日),0,1
5,2018-04-17,S100CSRX,E33323,66960.0,株式会社トランザス,有価証券報告書－第24期(平成29年2月1日－平成30年1月31日),0,1
6,2018-04-18,S100CT53,E02665,81420.0,株式会社トーホー,有価証券報告書－第65期(平成29年2月1日－平成30年1月31日),0,1
7,2018-04-18,S100CT5N,E02882,78650.0,ピープル株式会社,有価証券報告書－第41期(平成29年1月21日－平成30年1月20日),0,1
8,2018-04-18,S100CT17,E04853,96920.0,株式会社シーイーシー,有価証券報告書－第50期(平成29年2月1日－平成30年1月31日),0,1
9,2018-04-18,S100CTAO,E03175,98290.0,株式会社ながの東急百貨店,有価証券報告書－第60期(平成29年2月1日－平成30年1月31日),0,1
10,2018-04-19,S100CSTM,E05776,86860.0,ＡＦＬＡＣ　Ｉｎｃｏｒｐｏｒａｔｅｄ,有価証券報告書,0,0
11,2018-04-19,S100CTFV,E05168,48130.0,株式会社ＡＣＣＥＳＳ,有価証券報告書－第34期(平成29年2月1日－平成30年1月31日),0,1
12,2018-04-20,S100CTJK,E33784,43800.0,株式会社Ｍマート,有価証券報告書－第18期(平成29年2月1日－平成30年1月31日),0,1
13,2018-04-23,S100CTLA,E02293,69660.0,株式会社三井ハイテック,有価証券報告書－第84期(平成29年2月1日－平成30年1月31日),0,1
14,2018-04-24,S100CU4Y,E31871,61840.0,株式会社鎌倉新書,有価証券報告書－第34期(平成29年2月1日－平成30年1月31日),0,1
15,2018-04-24,S100CT5J,E04592,96360.0,株式会社きんえい,有価証券報告書－第121期(平成29年2月1日－平成30年1月31日),0,1
16,2018-04-24,S100CQAG,E00208,97430.0,株式会社丹青社,有価証券報告書－第60期(平成29年2月1日－平成30年1月31日),0,1
17,2018-04-25,S100CU9B,E02007,66540.0,不二電機工業株式会社,有価証券報告書－第60期(平成29年2月1日－平成30年1月31日),0,1
18,2018-04-25,S100CUEK,E32108,39310.0,株式会社バリューゴルフ,有価証券報告書－第14期(平成29年2月1日－平成30年1月31日),0,1
19,2018-04-25,S100CUEY,E02456,,株式会社テムザック,有価証券報告書－第8期(平成19年1月1日－平成19年12月31日),0,0
20,2018-04-25,S100CUFQ,E02456,,株式会社テムザック,有価証券報告書－第9期(平成20年1月1日－平成20年12月31日),0,0
21,2018-04-25,S100CUFZ,E02456,,株式会社テムザック,有価証券報告書－第10期(平成21年1月1日－平成21年12月31日),0,1
22,2018-04-25,S100CUG3,E02456,,株式会社テムザック,有価証券報告書－第11期(平成22年1月1日－平成22年12月31日),0,1
23,2018-04-25,S100CUG5,E02456,,株式会社テムザック,有価証券報告書－第12期(平成23年1月1日－平成23年12月31日),0,1
24,2018-04-25,S100CUG8,E02456,,株式会社テムザック,有価証券報告書－第13期(平成24年1月1日－平成24年12月31日),0,1
25,2018-04-25,S100CU1T,E04647,,株式会社福岡カンツリー倶楽部,有価証券報告書－第67期(平成29年2月1日－平成30年1月31日),0,1
26,2018-04-25,S100CU7A,E02016,68980.0,トミタ電機株式会社,有価証券報告書－第67期(平成29年2月1日－平成30年1月31日),0,1
27,2018-04-25,S100CUH4,E04676,,三原京覧開発　株式会社,有価証券報告書－第45期(平成29年2月1日－平成30年1月31日),0,1
28,2018-04-25,S100CUDW,E05204,42870.0,株式会社ジャストプランニング,有価証券報告書－第24期(平成29年2月1日－平成30年1月31日),0,1
29,2018-04-26,S100CTVK,E00381,22170.0,モロゾフ株式会社,有価証券報告書－第88期(平成29年2月1日－平成30年1月31日),0,1
30,2018-04-26,S100CUKP,E02047,63360.0,株式会社石井表記,有価証券報告書－第45期(平成29年2月1日－平成30年1月31日),0,1
31,2018-04-26,S100CUHQ,E00287,17580.0,太洋基礎工業株式会社,有価証券報告書－第51期(平成29年2月1日－平成30年1月31日),0,1
32,2018-04-26,S100CTYX,E05254,43340.0,株式会社ユークス,有価証券報告書－第26期(平成29年2月1日－平成30年1月31日),0,1
33,2018-04-26,S100CUP6,E31731,14330.0,ベステラ株式会社,有価証券報告書－第45期(平成29年2月1日－平成30年1月31日),0,1
34,2018-04-26,S100CTWW,E04763,97340.0,株式会社精養軒,有価証券報告書－第154期(平成29年2月1日－平成30年1月31日),0,1
35,2018-04-26,S100CUR0,E02960,27760.0,新都ホールディングス株式会社,有価証券報告書－第34期(平成29年2月1日－平成30年1月31日),0,1
36,2018-04-26,S100CUMZ,E02967,33200.0,クロスプラス株式会社,有価証券報告書－第65期(平成29年2月1日－平成30年1月31日),0,1
37,2018-04-26,S100CU0L,E24479,,アカウンティング・サース・ジャパン株式会社,有価証券報告書－第9期(平成29年2月1日－平成30年1月31日),0,1
38,2018-04-26,S100CULU,E31902,39210.0,株式会社ネオジャパン,有価証券報告書－第26期(平成29年2月1日－平成30年1月31日),0,1
39,2018-04-26,S100CUSC,E02439,78780.0,株式会社光・彩,有価証券報告書－第51期(平成29年2月1日－平成30年1月31日),0,1
40,2018-04-26,S100CUIS,E05094,47640.0,ＳＡＭＵＲＡＩ＆Ｊ　ＰＡＲＴＮＥＲＳ株式会社,有価証券報告書－第22期(平成29年2月1日－平成30年1月31日),0,1
41,2018-04-26,S100CU6O,E04599,96320.0,スバル興業株式会社,有価証券報告書－第104期(平成29年2月1日－平成30年1月31日),0,1
42,2018-04-26,S100CUTJ,E02477,42380.0,ミライアル株式会社,有価証券報告書－第50期(平成29年2月1日－平成30年1月31日),0,1
43,2018-04-26,S100CUL2,E05717,21630.0,株式会社アルトナー,有価証券報告書－第56期(平成29年2月1日－平成30年1月31日),0,1
44,2018-04-26,S100CTAZ,E04605,96810.0,株式会社東京ドーム,有価証券報告書－第108期(平成29年2月1日－平成30年1月31日),0,1
45,2018-04-26,S100CU8K,E33485,71960.0,株式会社Ｃａｓａ,有価証券報告書－第5期(平成29年2月1日－平成30年1月31日),0,1
46,2018-04-26,S100CURO,E26703,36650.0,株式会社エニグモ,有価証券報告書－第14期(平成29年2月1日－平成30年1月31日),0,1
47,2018-04-26,S100CUWO,E03004,30700.0,株式会社アマガサ,有価証券報告書－第28期(平成29年2月1日－平成30年1月31日),0,1
48,2018-04-26,S100CTRS,E02685,80680.0,菱洋エレクトロ株式会社,有価証券報告書－第58期(平成29年2月1日－平成30年1月31日),0,1
49,2018-04-26,S100CUL6,E32697,35480.0,株式会社バロックジャパンリミテッド,有価証券報告書－第19期(平成29年2月1日－平成30年1月31日),0,1
50,2018-04-26,S100CUYG,E33109,35650.0,アセンテック株式会社,有価証券報告書－第10期(平成29年2月1日－平成30年1月31日),0,1
51,2018-04-27,S100CT1T,E02490,43690.0,株式会社　トリケミカル研究所,有価証券報告書－第40期(平成29年2月1日－平成30年1月31日),0,1
52,2018-04-27,S100CUXE,E02065,67570.0,株式会社ＯＳＧコーポレーション,有価証券報告書－第48期(平成29年2月1日－平成30年1月31日),0,1
53,2018-04-27,S100CUU7,E02404,79560.0,ピジョン株式会社,有価証券報告書－第61期(平成29年2月1日－平成30年1月31日),0,1
54,2018-04-27,S100CUKW,E03317,76140.0,株式会社オーエムツーネットワーク,有価証券報告書－第59期(平成29年2月1日－平成30年1月31日),0,1
55,2018-04-27,S100CUY8,E04075,32460.0,株式会社コーセーアールイー,有価証券報告書－第28期(平成29年2月1日－平成30年1月31日),0,1
56,2018-04-27,S100CUFF,E00688,39550.0,株式会社イムラ封筒,有価証券報告書－第68期(平成29年2月1日－平成30年1月31日),0,1
57,2018-04-27,S100CRC0,E04593,96370.0,オーエス株式会社,有価証券報告書－第100期(平成29年2月1日－平成30年1月31日),0,1
58,2018-04-27,S100CV2E,E04668,,株式会社富山ゴルフ,有価証券報告書－第48期(平成29年2月1日－平成30年1月31日),0,1
59,2018-04-27,S100CV3N,E33294,39950.0,株式会社ＳＫＩＹＡＫＩ,有価証券報告書－第15期(平成29年2月1日－平成30年1月31日),0,1
60,2018-04-27,S100CV01,E03506,30710.0,株式会社ストリーム,有価証券報告書－第19期(平成29年2月1日－平成30年1月31日),0,1
61,2018-04-27,S100CV49,E25898,36570.0,ポールトゥウィン・ピットクルーホールディングス株式会社,有価証券報告書－第9期(平成29年2月1日－平成30年1月31日),0,1
62,2018-04-27,S100CU90,E00571,80130.0,株式会社ナイガイ,有価証券報告書－第121期(平成29年2月1日－平成30年1月31日),0,1
63,2018-04-27,S100CUZZ,E22630,,エイチエスビーシー・バンク・ピーエルシー,有価証券報告書,0,0
64,2018-04-27,S100CV0D,E00143,19280.0,積水ハウス株式会社,有価証券報告書－第67期(平成29年2月1日－平成30年1月31日),0,1
65,2018-04-27,S100CV1X,E03470,33990.0,株式会社丸千代山岡家,有価証券報告書－第25期(平成29年2月1日－平成30年1月31日),0,1
66,2018-04-27,S100CV3L,E04590,88420.0,株式会社　東京楽天地,有価証券報告書－第119期(平成29年2月1日－平成30年1月31日),0,1
67,2018-04-27,S100CUZ7,E26095,31690.0,株式会社ミサワ,有価証券報告書－第59期(平成29年2月1日－平成30年1月31日),0,1
68,2018-04-27,S100CU5X,E23841,31590.0,丸善ＣＨＩホールディングス株式会社,有価証券報告書－第8期(平成29年2月1日－平成30年1月31日),0,1
69,2018-04-27,S100CV8O,E31382,45920.0,サンバイオ株式会社,有価証券報告書－第5期(平成29年2月1日－平成30年1月31日),0,1
70,2018-04-27,S100CV97,E04671,,株式会社可児ゴルフ倶楽部,有価証券報告書－第45期(平成29年2月1日－平成30年1月31日),0,1
71,2018-04-27,S100CUZ6,E04682,,株式会社　横浜スタジアム,有価証券報告書－第41期(平成29年2月1日－平成30年1月31日),0,1
72,2018-05-01,S100CVGG,E05403,24020.0,株式会社アマナ,有価証券報告書－第48期(平成29年1月1日－平成29年12月31日),0,1
73,2018-05-02,S100CUGL,E25830,,クレディ・アグリコル・コーポレート・アンド・インベストメント・バンク,有価証券報告書,0,0
74,2018-05-10,S100CW88,E02706,98420.0,アークランドサカモト株式会社,有価証券報告書－第49期(平成29年2月21日－平成30年2月20日),0,1
75,2018-05-11,S100CXCG,E34023,,株式会社リヴァンプ,有価証券報告書（少額募集等）－第11期(平成27年4月1日－平成28年3月31日),0,1
76,2018-05-11,S100CXCS,E34023,,株式会社リヴァンプ,有価証券報告書（少額募集等）－第12期(平成28年4月1日－平成29年3月31日),0,1
77,2018-05-11,S100CX8A,E05923,,コーペラティブ・ラボバンク・ウー・アー,有価証券報告書,0,0
